Member Name,Summary
"M:AlibreScript.API.Windows.#ctor","Creates a new Windows object allowing user interfaces to be constructed"
"T:AlibreScript.API.LockTypes","Type of configuration lock"
"M:AlibreScript.API.Configuration.SetLocks(AlibreScript.API.LockTypes)","Sets the locks on the configuration"
"M:AlibreScript.API.Configuration.LockAll","Applies all locks to the configuration"
"M:AlibreScript.API.Configuration.UnlockAll","Removes all locks from the configuration"
"M:AlibreScript.API.Configuration.Activate","Makes the configuration active"
"P:AlibreScript.API.Configuration.Name","The name of the configuration"
"P:AlibreScript.API.Configuration.IsActive","True if the configuration is currently active"
"M:AlibreScript.API.Assembly.#ctor(System.String,System.String)","Opens an existing assembly"
"M:AlibreScript.API.Assembly.#ctor(System.String,System.String,System.Boolean)","Opens an existing assembly, optionally hiding the editor"
"M:AlibreScript.API.Assembly.#ctor(System.String)","Creates a new assembly"
"M:AlibreScript.API.Assembly.#ctor(System.String,System.Boolean)","Creates a new assembly or accesses an already opened assembly"
"M:AlibreScript.API.Assembly.#ctor(System.String,System.Boolean,System.Boolean)","Creates a new assembly or accesses an already opened assembly, optionally hiding the editor"
"P:AlibreScript.API.Assembly.Name","Name of the assembly"
"P:AlibreScript.API.Assembly.Configurations","A list of configurations defined on the assembly"
"T:AlibreScript.API.Assembly.ConstraintBoundsType","Assembly constraint bounds types"
"M:AlibreScript.API.Edge.GetPart","Gets the part that the edge is defined on"
"M:AlibreScript.API.Edge.GetVertices","Gets a python list of the current vertices in the edge"
"M:AlibreScript.API.Edge.GetSelectionAssembly","The assembly that the edge was selected on Only valid when a selection has been made"
"P:AlibreScript.API.Edge.Name","Name of the edge"
"P:AlibreScript.API.Edge.Diameter","The diameter of the edge, if it is a circle"
"P:AlibreScript.API.Edge.Length","The length of the edge"
"M:AlibreScript.API.Face.GetPart","Gets the part that the face is defined on"
"M:AlibreScript.API.Face.IsRectangle","Determines if the face is a rectangle"
"M:AlibreScript.API.Face.GetEdges","Gets a list of the current edges in the face"
"M:AlibreScript.API.Face.GetAdjoiningFaces","Gets a list of the adjoining faces"
"M:AlibreScript.API.Face.GetVertices","Gets a list of the current vertices in the face"
"M:AlibreScript.API.Face.GetSelectionAssembly","The assembly that the edge was selected on Only valid when a selection has been made"
"M:AlibreScript.API.Face.IsParallel(AlibreScript.API.Face)","Checks if another face is parallel to this one"
"M:AlibreScript.API.Face.DistanceTo(AlibreScript.API.Face)","Gets the distance from this face to another face"
"M:AlibreScript.API.Face.GetArea","Gets the area of the face"
"P:AlibreScript.API.Face.Name","The name of the face"
"M:AlibreScript.API.Feature.SetColor(System.Byte,System.Byte,System.Byte)","Sets the color of the part"
"P:AlibreScript.API.Feature.Name","Name of the feature"
"M:AlibreScript.API.Sketch.GetPart","Part that the sketch is defined on"
"M:AlibreScript.API.Sketch.GetSurface","Gets the surface that the sketch was created on, e.g. a design plane or a face"
"M:AlibreScript.API.Sketch.AddConstraint(AlibreScript.API.ISketchFigure,AlibreScript.API.Sketch.Constraints)","Adds a constraint to the sketch"
"M:AlibreScript.API.Sketch.AddConstraint(IronPython.Runtime.List,AlibreScript.API.Sketch.Constraints)","Adds a constraint to the sketch"
"M:AlibreScript.API.Sketch.AddLine(IronPython.Runtime.List,IronPython.Runtime.List,System.Boolean)","Adds a line to the sketch"
"M:AlibreScript.API.Sketch.AddLine(AlibreScript.API.Line)","Adds a line to the sketch"
"M:AlibreScript.API.Sketch.AddLine(System.Double,System.Double,System.Double,System.Double,System.Boolean)","Adds a line to the sketch"
"M:AlibreScript.API.Sketch.AddPoint(System.Double,System.Double)","Adds a point to the sketch"
"M:AlibreScript.API.Sketch.AddPoint(System.Double,System.Double,System.Boolean)","Adds a point to the sketch [DEPRECATED - DO NOT USE]"
"M:AlibreScript.API.Sketch.AddPoint(AlibreScript.API.SketchPoint)","Adds a point to the sketch"
"M:AlibreScript.API.Sketch.AddLines(IronPython.Runtime.List,System.Boolean)","Adds a polyline to the sketch"
"M:AlibreScript.API.Sketch.AddPolyline(AlibreScript.API.Polyline,System.Boolean)","Adds a polyline to the sketch"
"M:AlibreScript.API.Sketch.AddArcCenterStartEnd(System.Double,System.Double,System.Double,System.Double,System.Double,System.Double,System.Boolean)","Adds a circular arc using three points - center, start and end Arc goes anti-clockwise from start to end"
"M:AlibreScript.API.Sketch.AddArcCenterStartAngle(System.Double,System.Double,System.Double,System.Double,System.Double,System.Boolean)","Adds a circular arc using center, start and angle Arc goes anti-clockwise from start"
"M:AlibreScript.API.Sketch.AddEllipse(System.Double,System.Double,System.Double,System.Double,System.Double,System.Double,System.Boolean)","Adds an ellipse to the sketch using three points"
"M:AlibreScript.API.Sketch.AddEllipse(System.Double,System.Double,System.Double,System.Double,System.Double,System.Boolean)","Adds an ellipse to the sketch"
"M:AlibreScript.API.Sketch.AddEllipse(AlibreScript.API.Ellipse)","Adds an ellipse to the sketch"
"M:AlibreScript.API.Sketch.AddEllipticalArc(System.Double,System.Double,System.Double,System.Double,System.Double,System.Double,System.Double,System.Double,System.Double,System.Boolean)","Adds an elliptical arc to the sketch"
"M:AlibreScript.API.Sketch.AddEllipticalArc(AlibreScript.API.EllipticalArc)","Adds an elliptical arc to the sketch"
"M:AlibreScript.API.Sketch.AddArc(AlibreScript.API.CircularArc)","Adds a circular arc to the sketch"
"M:AlibreScript.API.Sketch.AddRectangle(System.Double,System.Double,System.Double,System.Double,System.Boolean)","Adds a rectangle to the sketch"
"M:AlibreScript.API.Sketch.AddCircle(System.Double,System.Double,System.Double,System.Boolean)","Adds a circle to the sketch"
"M:AlibreScript.API.Sketch.AddCircle(AlibreScript.API.Circle)","Adds a circle to the sketch"
"M:AlibreScript.API.Sketch.AddBspline(System.Int32,IronPython.Runtime.List,IronPython.Runtime.List,IronPython.Runtime.List,System.Boolean)","Adds a Bspline to the sketch"
"M:AlibreScript.API.Sketch.AddBspline(IronPython.Runtime.List,System.Boolean)","Adds a Bspline to the sketch through a set of points"
"M:AlibreScript.API.Sketch.AddFigure(AlibreScript.API.ISketchFigure)","Adds a figure to the sketch"
"M:AlibreScript.API.Sketch.AddBspline(AlibreScript.API.Bspline)","Adds a new bspline to the sketch"
"M:AlibreScript.API.Sketch.AddPolygon(System.Double,System.Double,System.Double,System.Int32,System.Boolean)","Adds a regular polygon to the sketch"
"M:AlibreScript.API.Sketch.AddPolyhole(System.Double,System.Double,System.Double,System.Boolean)","Adds a polyhole to the sketch Create a "circle" whose size should be accurate regardless of the 3D printing method See: http://hydraraptor.blogspot.co.uk/2011/02/polyholes.html"
"M:AlibreScript.API.Sketch.CopyFrom(AlibreScript.API.Sketch)","Copies a sketch into this sketch"
"M:AlibreScript.API.Sketch.CopyFrom(AlibreScript.API.Sketch,System.Double,System.Double,System.Double,System.Double,System.Double,System.Double,System.Double,System.Double)","Copies a sketch into this sketch"
"M:AlibreScript.API.Sketch.PointtoGlobal(System.Double,System.Double)","Converts a point on the sketch into a 3D point in the part coordinate system"
"M:AlibreScript.API.Sketch.GlobaltoPoint(System.Double,System.Double,System.Double)","Projects a 3D point in the part coordinate system into a point on the sketch"
"M:AlibreScript.API.Sketch.GetSelectionAssembly","The assembly that the sketch was selected on Only valid when a selection has been made"
"M:AlibreScript.API.Sketch.AddDimension(AlibreScript.API.SketchPoint,AlibreScript.API.SketchPoint)","Adds a dimension to the sketch between two points"
"M:AlibreScript.API.Sketch.AddDimension(AlibreScript.API.Circle)","Adds a dimension to the radius of a circle"
"M:AlibreScript.API.Sketch.AddDimension(AlibreScript.API.CircularArc)","Adds a dimension to the radius of an arc"
"M:AlibreScript.API.Sketch.SavetoXml(System.String)","Saves the sketch to an XML file Does not support ellipses and elliptical arcs"
"M:AlibreScript.API.Sketch.ToXml","Saves the sketch to an XML string Does not support ellipses and elliptical arcs"
"M:AlibreScript.API.Sketch.LoadXml(System.String)","Loads the sketch from an XML file"
"M:AlibreScript.API.Sketch.FromXml(System.String)","Adds elements to the sketch from XML"
"M:AlibreScript.API.Sketch.StartFaceMapping(AlibreScript.API.Vertex,AlibreScript.API.Vertex)","Starts mapping the face so that the specified edge is at [0, 0]"
"M:AlibreScript.API.Sketch.StartFaceMapping(IronPython.Runtime.List,IronPython.Runtime.List)","Starts mapping the face so that the specified edge is at [0, 0] Affects only the operation of the AddXXX functions and the GlobaltoPoint and PointtoGlobal functions, which will now use mapped X and Y values"
"M:AlibreScript.API.Sketch.StopFaceMapping","Stops mapping the face"
"M:AlibreScript.API.Sketch.StartMapping(IronPython.Runtime.List,IronPython.Runtime.List,IronPython.Runtime.List)","Starts mapping the sketch so that the specified line is at [0, 0] Affects only the operation of the AddXXX functions and the GlobaltoPoint and PointtoGlobal functions, which will now use mapped X and Y values"
"M:AlibreScript.API.Sketch.StopMapping","Stops mapping the sketch"
"M:AlibreScript.API.Sketch.ImportSVG(System.String)","Imports an SVG into the sketch"
"M:AlibreScript.API.Sketch.ImportSVG(System.String,System.Double,System.Double,System.Double,System.Boolean,System.Boolean)","Imports an SVG into the sketch"
"M:AlibreScript.API.Sketch.ExportSVG(System.String)","Exports the sketch to an SVG"
"M:AlibreScript.API.Sketch.ExportSVG(System.String,System.Boolean)","Exports the sketch to an SVG"
"M:AlibreScript.API.Sketch.ExportSVG(System.String,System.Boolean,System.Double,System.String,System.String,System.Boolean,System.Double,System.Double,System.String,System.String,System.Boolean,System.Double)","Exports the sketch to an SVG with specific styling"
"P:AlibreScript.API.Sketch.Name","Name of the sketch"
"P:AlibreScript.API.Sketch.Figures","A list of figures (line, circle, circulararc, bspline, ellipse, elliptical arc) defined on the sketch"
"P:AlibreScript.API.Sketch.Origin","The point that defines the origin"
"F:AlibreScript.API.GearSketch.NumberofTeeth","Number of teeth in gear"
"F:AlibreScript.API.GearSketch.PitchDiameter","Pitch diameter of gear in script units"
"F:AlibreScript.API.GearSketch.PressureAngle","Pressure angle of gear"
"F:AlibreScript.API.GearSketch.DiametralPitch","Diametral pitch of gear in teeth per inch"
"F:AlibreScript.API.GearSketch.CenterX","X coordinate of gear center"
"F:AlibreScript.API.GearSketch.CenterY","Y coordinate of gear center"
"M:AlibreScript.API.Line.#ctor(IronPython.Runtime.List,IronPython.Runtime.List,System.Boolean)","Creates a new 2D line"
"P:AlibreScript.API.Line.StartPoint","The start point of the line [x, y]"
"P:AlibreScript.API.Line.EndPoint","The end point of the line [x, y]"
"P:AlibreScript.API.Line.IsReference","True if the line is a reference line, false if it is a regular line"
"P:AlibreScript.API.Line.Length","The length of the line in script units"
"P:AlibreScript.API.Line.Start","The start point as a sketchpoint object"
"P:AlibreScript.API.Line.End","The end point as a sketchpoint object"
"F:AlibreScript.API.Material.ABS","Density for ABS plastic in kg/cm3"
"F:AlibreScript.API.Material.PLA","Density for PLA plastic in kg/cm3"
"T:AlibreScript.API.ParameterTypes","Type of parameter"
"T:AlibreScript.API.ParameterUnits","Units of parameters"
"M:AlibreScript.API.Parameter.AttachToExcel(System.String,System.String,System.String,AlibreScript.API.UnitTypes)","Attaches the parameter to a cell in an Ezcel spreadsheet"
"P:AlibreScript.API.Parameter.Name","Name of the parameter"
"P:AlibreScript.API.Parameter.Comment","Comment for the parameter"
"P:AlibreScript.API.Parameter.Equation","Equation of the parameter"
"P:AlibreScript.API.Parameter.ExcelWorkbook","Excel workbook associated with the parameter e.g. 'Foo.xlsx'"
"P:AlibreScript.API.Parameter.ExcelSheet","Excel sheet associated with the parameter, e.g. 'Sheet1'"
"P:AlibreScript.API.Parameter.ExcelCell","Excel cell associated with the parameter, e.g. '$B$3'"
"P:AlibreScript.API.Parameter.Type","Type of the parameter"
"P:AlibreScript.API.Parameter.Units","Current units of the parameter"
"P:AlibreScript.API.Parameter.Value","Current value of the parameter in script units (for mm, cm, in), or degrees for angles, or raw value for other units"
"P:AlibreScript.API.Parameter.RawValue","Raw value of the parameter"
"M:AlibreScript.API.Part.#ctor(System.String,System.String)","Opens an existing part"
"M:AlibreScript.API.Part.#ctor(System.String,System.String,System.Boolean)","Opens an existing part, optionally hiding the editor"
"M:AlibreScript.API.Part.#ctor(System.String)","Creates a new part"
"M:AlibreScript.API.Part.#ctor(System.String,System.Boolean)","Creates a new part or accesses an already opened part"
"M:AlibreScript.API.Part.#ctor(System.String,System.Boolean,System.Boolean)","Creates a new part or accesses an already opened part, optionally hiding the editor"
"M:AlibreScript.API.Part.#ctor(System.String,AlibreScript.API.Part.FileTypes)","Opens or imports an existing file for editing"
"M:AlibreScript.API.Part.#ctor(System.String,AlibreScript.API.Part.FileTypes,System.Boolean)","Opens or imports an existing file for editing, optionally hiding the editor"
"P:AlibreScript.API.Part.Name","Name of the part"
"P:AlibreScript.API.Part.Configurations","List of configurations defined on the part"
"T:AlibreScript.API.Part.EndCondition","Extrusion end conditions - extrude until..."
"T:AlibreScript.API.Part.DirectionType","Extrusion directions - extrude along..."
"T:AlibreScript.API.Part.FileTypes","Supported file types"
"M:AlibreScript.API.Plane.GetPart","Gets the part that defined this plane"
"M:AlibreScript.API.Plane.GetSelectionAssembly","The assembly that the edge was selected on Only valid when a selection has been made"
"M:AlibreScript.API.Plane.IsParallel(AlibreScript.API.Plane)","Checks if another plane is parallel to this one"
"M:AlibreScript.API.Plane.Hide","Hides the plane"
"M:AlibreScript.API.Plane.Show","Shows the plane"
"P:AlibreScript.API.Plane.Name","The name of the plane"
"M:AlibreScript.API.Point.GetPart","Gets the part that the point is defined in"
"M:AlibreScript.API.Point.GetCoordinates","Gets the coordiates of the point as a list [X, Y, Z]"
"M:AlibreScript.API.Point.GetSelectionAssembly","The assembly that the edge was selected on Only valid when a selection has been made"
"M:AlibreScript.API.Point.Hide","Hides the point"
"M:AlibreScript.API.Point.Show","Shows the point"
"P:AlibreScript.API.Point.Name","Name of the point"
"P:AlibreScript.API.Point.X","Point X coordinate"
"P:AlibreScript.API.Point.Y","Point Y coordinate"
"P:AlibreScript.API.Point.Z","Point Z coordinate"
"M:AlibreScript.API.Polyline.AddPoint(AlibreScript.API.PolylinePoint)","Adds a new point to the polyline"
"M:AlibreScript.API.Polyline.InsertPoint(System.Int32,AlibreScript.API.PolylinePoint)","Inserts a point at a specific location"
"M:AlibreScript.API.Polyline.AddCircle(System.Double,System.Double,System.Double,System.Int32)","Adds a circle to the line"
"M:AlibreScript.API.Polyline.AddArc(AlibreScript.API.PolylinePoint,AlibreScript.API.PolylinePoint,AlibreScript.API.PolylinePoint,System.Int32)","Adds an arc to the polyline. The arc is approcimated with straight line segments"
"M:AlibreScript.API.Polyline.AddPolyline(AlibreScript.API.Polyline)","Appends a line to the current line"
"M:AlibreScript.API.Polyline.FindIntersection(AlibreScript.API.Polyline,AlibreScript.API.Polyline)","Finds the first intersection point between two lines"
"M:AlibreScript.API.Polyline.FindIntersectionWithCircle(AlibreScript.API.Polyline,System.Double,System.Double,System.Double)","Finds first intersection of line with a circle"
"M:AlibreScript.API.Polyline.FindIntersection(AlibreScript.API.PolylinePoint,AlibreScript.API.PolylinePoint,AlibreScript.API.PolylinePoint,AlibreScript.API.PolylinePoint)","Gets the intersection between the line segments A1A2 and B1B2"
"M:AlibreScript.API.Polyline.IsPointOnLine(AlibreScript.API.PolylinePoint,AlibreScript.API.PolylinePoint,AlibreScript.API.PolylinePoint,System.Double)","Determines if a point is on a line segment"
"M:AlibreScript.API.Polyline.SplitAtPoint(AlibreScript.API.PolylinePoint,System.Double)","Splits a polyline at a point, creating two polylines"
"M:AlibreScript.API.Polyline.Clone","Creates an exact copy of the line"
"M:AlibreScript.API.Polyline.Clone(System.Int32,System.Int32)","Creates an exact copy of a section of the line"
"M:AlibreScript.API.Polyline.Join(AlibreScript.API.Polyline)","Joins a line onto the end of the current line and returns the new line"
"M:AlibreScript.API.Polyline.RotateZ(System.Double,System.Double,System.Double)","Rotates the polyline around the Z axis"
"M:AlibreScript.API.Polyline.Offset(System.Double,System.Double)","Applies an offset to all points on the line"
"M:AlibreScript.API.Polyline.RemoveDuplicates","Removes duplicate points that are next to each other"
"M:AlibreScript.API.Polyline.#ctor","Creates a new 2D polyline that can be later added to a 2D sketch"
"M:AlibreScript.API.Polyline.#ctor(IronPython.Runtime.List)","Creates a new 2D polyline that can be later added to a 2D sketch"
"M:AlibreScript.API.PolylinePoint.Offset(System.Double,System.Double)","Applies an offset to the point and creates a new point"
"M:AlibreScript.API.PolylinePoint.Scale(System.Double,System.Double,System.Double)","Scales the point location based on an origin for the scaling"
"M:AlibreScript.API.PolylinePoint.RotateZ(System.Double,System.Double,System.Double)","Rotates the point around the Z axis"
"M:AlibreScript.API.PolylinePoint.#ctor","Creates a new polyline point"
"M:AlibreScript.API.PolylinePoint.#ctor(System.Double,System.Double)","Creates a new polyline point"
"F:AlibreScript.API.PolylinePoint.X","X coordinate"
"F:AlibreScript.API.PolylinePoint.Y","Y coordinate"
"T:AlibreScript.API.Sketch.Constraints","Supported sketch constraints"
"T:AlibreScript.API.GuideCurveTypes","Type of guide curve"
"M:AlibreScript.API.Sketch3D.GetPart","Part that the sketch is defined on"
"M:AlibreScript.API.Sketch3D.AddLine(IronPython.Runtime.List,IronPython.Runtime.List)","Adds a line to the sketch"
"M:AlibreScript.API.Sketch3D.AddLine(AlibreScript.API.Line3D)","Adds a line to the sketch"
"M:AlibreScript.API.Sketch3D.AddPoint(System.Double,System.Double,System.Double)","Adds a point to the sketch"
"M:AlibreScript.API.Sketch3D.AddPoint(AlibreScript.API.SketchPoint3D)","Adds a point to the sketch"
"M:AlibreScript.API.Sketch3D.AddLine(System.Double,System.Double,System.Double,System.Double,System.Double,System.Double)","Adds a line to the sketch"
"M:AlibreScript.API.Sketch3D.AddLines(IronPython.Runtime.List)","Adds a polyline to the sketch"
"M:AlibreScript.API.Sketch3D.AddPolyline(AlibreScript.API.Polyline3D)","Adds a polyline to the sketch"
"M:AlibreScript.API.Sketch3D.AddArcCenterStartEnd(System.Double,System.Double,System.Double,System.Double,System.Double,System.Double,System.Double,System.Double,System.Double)","Adds a circular arc using three points - center, start and end Arc goes anti-clockwise from start to end"
"M:AlibreScript.API.Sketch3D.AddArc(AlibreScript.API.CircularArc3D)","Adds a circular arc to the sketch"
"M:AlibreScript.API.Sketch3D.AddBspline(IronPython.Runtime.List)","Adds a Bspline to the sketch"
"M:AlibreScript.API.Sketch3D.AddBspline(AlibreScript.API.Bspline3D)","Adds a Bspline to the sketch"
"M:AlibreScript.API.Sketch3D.GetSelectionAssembly","The assembly that the edge was selected on Only valid when a selection has been made"
"M:AlibreScript.API.Sketch3D.SavetoXml(System.String)","Saves the sketch to an XML file"
"M:AlibreScript.API.Sketch3D.ToXml","Saves the sketch to an XML string"
"M:AlibreScript.API.Sketch3D.LoadXml(System.String)","Loads the sketch from an XML file"
"M:AlibreScript.API.Sketch3D.FromXml(System.String)","Adds elements to the sketch from XML"
"P:AlibreScript.API.Sketch3D.Name","Name of the sketch"
"P:AlibreScript.API.Sketch3D.Figures","A list of figures defines on the sketch, e.g. bspline"
"M:AlibreScript.API.SketchPoint.#ctor(System.Double,System.Double,System.Boolean)","Creates a new sketch point which can be added to sketches"
"P:AlibreScript.API.SketchPoint.X","X-coordinate of point"
"P:AlibreScript.API.SketchPoint.Y","Y-coordinate of point"
"P:AlibreScript.API.SketchPoint.IsReference","True if the point is a reference point, false if it is a regular point"
"M:AlibreScript.API.SketchPoint3D.#ctor(System.Double,System.Double,System.Double,System.Boolean)","Creates a new 3D sketch point which can be added to sketches"
"P:AlibreScript.API.SketchPoint3D.X","X-coordinate of point"
"P:AlibreScript.API.SketchPoint3D.Y","Y-coordinate of point"
"P:AlibreScript.API.SketchPoint3D.Z","Z-coordinate of point"
"P:AlibreScript.API.SketchPoint3D.IsReference","True if the point is a reference point, false if it is a regular point"
"M:AlibreScript.API.ThreeD.GetPerpendicularVector(IronPython.Runtime.List)","Gets a vector that is perpendicular to a vector"
"M:AlibreScript.API.ThreeD.TransformPointUsingVectors(IronPython.Runtime.List,IronPython.Runtime.List,IronPython.Runtime.List)","Transforms a point based on two vectors"
"T:AlibreScript.API.UnitTypes","Supported units"
"F:AlibreScript.API.Units.Current","The current units"
"M:AlibreScript.API.Vertex.GetPart","Part that the vertex is defined on"
"M:AlibreScript.API.Vertex.GetSelectionAssembly","The assembly that the edge was selected on Only valid when a selection has been made"
"P:AlibreScript.API.Vertex.Name","Name of the vertex"
"P:AlibreScript.API.Vertex.X","X-coordinate of vertex"
"P:AlibreScript.API.Vertex.Y","Y-coordinate of vertex"
"P:AlibreScript.API.Vertex.Z","Z-coordinate of vertex"
